lon,lat,elev,exp,slope,veg
795.3158837,826.7218158,1270,47,21,1
798.8261762,826.7218158,854,82,5,2
802.3364687,826.7218158,1317,213,23,8
805.8467612,826.7218158,1831,180,0,4
809.3570537,826.7218158,1905,156,31,6
812.8673462,826.7218158,1497,134,16,1
816.3776387,826.7218158,1341,257,2,7
819.8879312,826.7218158,591,112,36,9
823.3982237,826.7218158,1171,252,16,8
826.9085162,826.7218158,1462,322,21,6
830.4188087,826.7218158,1829,217,23,6
623.3115512,824.1773508,1281,54,6,6
626.8218437,824.1773508,1300,56,8,6
630.3321362,824.1773508,1176,107,6,5
633.8424287,824.1773508,1098,108,0,5
637.3527212,824.1773508,1140,213,7,5
640.8630137,824.1773508,1159,160,3,7
644.3733062,824.1773508,1249,179,7,6
647.8835987,824.1773508,1231,262,4,6
651.3938912,824.1773508,1348,246,6,6
654.9041837,824.1773508,1189,110,21,5
658.4144762,824.1773508,865,135,1,7
661.9247687,824.1773508,832,135,0,1
665.4350612,824.1773508,841,-1,0,1
668.9453537,824.1773508,829,90,0,1
672.4556462,824.1773508,823,-1,0,1
675.9659387,824.1773508,823,-1,0,1
679.4762312,824.1773508,835,208,2,1
682.9865237,824.1773508,1044,215,24,7
686.4968162,824.1773508,1461,328,2,6
690.0071087,824.1773508,1535,267,23,2
693.5174012,824.1773508,1704,216,5,2
697.0276937,824.1773508,1763,330,4,8
700.5379862,824.1773508,1214,102,6,6
704.0482787,824.1773508,1455,206,16,6
707.5585712,824.1773508,1789,298,15,4
711.0688637,824.1773508,2073,272,7,4
714.5791562,824.1773508,1928,113,27,5
718.0894487,824.1773508,1909,316,26,4
721.5997412,824.1773508,2060,186,30,5
725.1100337,824.1773508,2173,106,28,3
728.6203262,824.1773508,1235,208,7,6
732.1306187,824.1773508,2056,317,17,4
735.6409112,824.1773508,1609,73,11,6
739.1512037,824.1773508,1350,36,5,6
742.6614962,824.1773508,1205,49,2,1
746.1717887,824.1773508,1181,0,0,1
749.6820812,824.1773508,1188,-1,0,1
753.1923737,824.1773508,1219,315,0,1
756.7026662,824.1773508,1280,45,0,1
760.2129587,824.1773508,1267,323,1,1
763.7232512,824.1773508,1341,-1,0,3
767.2335437,824.1773508,1432,-1,0,3
770.7438362,824.1773508,1313,339,16,3
774.2541287,824.1773508,1158,198,0,1
777.7644212,824.1773508,1509,328,3,2
781.2747137,824.1773508,1463,267,2,1
784.7850062,824.1773508,1551,282,6,2
788.2952987,824.1773508,1068,129,18,1
791.8055912,824.1773508,1521,247,18,2
795.3158837,824.1773508,1584,107,23,2
798.8261762,824.1773508,853,305,3,1
802.3364687,824.1773508,1368,277,24,6
805.8467612,824.1773508,2012,42,1,8
809.3570537,824.1773508,1273,129,17,1
812.8673462,824.1773508,1223,217,24,1
816.3776387,824.1773508,685,74,43,1
819.8879312,824.1773508,718,209,45,8
823.3982237,824.1773508,1413,278,25,8
826.9085162,824.1773508,1639,102,31,4
830.4188087,824.1773508,1711,266,23,6
602.2497962,821.6328858,1280,45,0,7
605.7600887,821.6328858,1280,-1,0,6
619.8012587,821.6328858,1402,162,0,7
623.3115512,821.6328858,1391,237,8,7
626.8218437,821.6328858,1274,67,15,7
630.3321362,821.6328858,1142,177,4,5
633.8424287,821.6328858,1038,288,0,7
637.3527212,821.6328858,1066,239,14,7
640.8630137,821.6328858,1007,126,25,7
644.3733062,821.6328858,1235,228,6,8
647.8835987,821.6328858,1273,115,4,6
651.3938912,821.6328858,1261,59,15,5
654.9041837,821.6328858,958,133,7,7
658.4144762,821.6328858,873,103,1,1
661.9247687,821.6328858,828,180,0,1
665.4350612,821.6328858,828,207,0,1
668.9453537,821.6328858,829,-1,0,1
672.4556462,821.6328858,823,-1,0,1
675.9659387,821.6328858,823,-1,0,1
679.4762312,821.6328858,823,-1,0,1
682.9865237,821.6328858,826,270,2,1
686.4968162,821.6328858,1124,227,19,5
690.0071087,821.6328858,1624,260,7,6
693.5174012,821.6328858,1524,249,6,6
697.0276937,821.6328858,1892,297,1,4
700.5379862,821.6328858,1472,72,25,2
704.0482787,821.6328858,1097,64,16,6
707.5585712,821.6328858,1556,178,29,6
711.0688637,821.6328858,2109,149,13,5
714.5791562,821.6328858,2065,337,13,5
718.0894487,821.6328858,1689,254,27,4
721.5997412,821.6328858,2277,325,19,5
725.1100337,821.6328858,2248,82,26,4
728.6203262,821.6328858,1410,72,20,6
732.1306187,821.6328858,2123,47,20,4
735.6409112,821.6328858,2040,49,18,4
739.1512037,821.6328858,1574,27,10,6
742.6614962,821.6328858,1292,58,5,1
746.1717887,821.6328858,1226,51,1,1
749.6820812,821.6328858,1226,339,1,1
753.1923737,821.6328858,1243,333,1,1
756.7026662,821.6328858,1280,-1,0,6
760.2129587,821.6328858,1280,-1,0,1
763.7232512,821.6328858,1366,243,1,5
767.2335437,821.6328858,1439,111,2,1
770.7438362,821.6328858,1246,142,12,1
774.2541287,821.6328858,1463,135,0,1
777.7644212,821.6328858,1537,304,4,2
781.2747137,821.6328858,1512,262,3,1
784.7850062,821.6328858,1340,104,19,1
788.2952987,821.6328858,1505,189,20,1
791.8055912,821.6328858,1708,237,9,2
795.3158837,821.6328858,1462,114,29,2
798.8261762,821.6328858,1163,297,30,1
802.3364687,821.6328858,1248,247,21,2
805.8467612,821.6328858,1324,52,20,8
809.3570537,821.6328858,1475,318,31,3
812.8673462,821.6328858,1646,343,7,7
816.3776387,821.6328858,445,302,26,8
819.8879312,821.6328858,1808,257,22,2
823.3982237,821.6328858,1894,99,18,4
826.9085162,821.6328858,1656,66,14,4
830.4188087,821.6328858,2192,313,26,5
598.7395037,819.0884208,1401,86,1,7
602.2497962,819.0884208,1280,135,0,7
605.7600887,819.0884208,1234,191,8,7
609.2703812,819.0884208,1342,268,2,7
616.2909662,819.0884208,1385,230,2,7
619.8012587,819.0884208,1402,58,1,7
623.3115512,819.0884208,1279,42,2,7
626.8218437,819.0884208,1222,169,1,7
630.3321362,819.0884208,1077,98,4,2
633.8424287,819.0884208,1036,-1,0,7
637.3527212,819.0884208,1097,225,0,7
640.8630137,819.0884208,974,92,1,7
644.3733062,819.0884208,1047,337,11,1
647.8835987,819.0884208,905,128,4,1
651.3938912,819.0884208,996,218,27,1
654.9041837,819.0884208,854,124,1,1
658.4144762,819.0884208,840,117,0,1
661.9247687,819.0884208,829,-1,0,1
665.4350612,819.0884208,828,270,0,1
668.9453537,819.0884208,829,-1,0,1
672.4556462,819.0884208,823,-1,0,1
675.9659387,819.0884208,823,-1,0,1
679.4762312,819.0884208,823,-1,0,1
682.9865237,819.0884208,823,-1,0,1
686.4968162,819.0884208,901,258,5,1
690.0071087,819.0884208,1504,256,12,7
693.5174012,819.0884208,1742,102,8,4
697.0276937,819.0884208,1828,0,2,7
700.5379862,819.0884208,1919,43,24,7
704.0482787,819.0884208,1244,240,26,5
707.5585712,819.0884208,1319,235,22,6
711.0688637,819.0884208,1527,205,14,6
714.5791562,819.0884208,1765,294,15,6
718.0894487,819.0884208,2077,53,31,5
721.5997412,819.0884208,2127,263,24,4
725.1100337,819.0884208,2309,31,9,4
728.6203262,819.0884208,1797,93,24,4
732.1306187,819.0884208,2062,188,32,4
735.6409112,819.0884208,2338,302,12,3
739.1512037,819.0884208,1982,127,20,7
742.6614962,819.0884208,1429,76,8,6
746.1717887,819.0884208,1272,33,1,1
749.6820812,819.0884208,1272,326,1,6
753.1923737,819.0884208,1278,15,0,1
756.7026662,819.0884208,1290,39,0,1
760.2129587,819.0884208,1289,293,1,1
763.7232512,819.0884208,1401,243,2,3
767.2335437,819.0884208,1463,-1,0,1
770.7438362,819.0884208,1484,291,23,1
774.2541287,819.0884208,1519,114,11,1
777.7644212,819.0884208,1426,193,22,1
781.2747137,819.0884208,1150,166,26,2
784.7850062,819.0884208,1160,309,25,1
788.2952987,819.0884208,1488,204,18,1
791.8055912,819.0884208,1646,-1,0,8
795.3158837,819.0884208,1150,39,10,2
798.8261762,819.0884208,1201,268,21,1
802.3364687,819.0884208,1354,226,15,6
805.8467612,819.0884208,2015,270,2,2
809.3570537,819.0884208,1786,191,39,1
812.8673462,819.0884208,858,99,26,1
816.3776387,819.0884208,1204,41,20,7
819.8879312,819.0884208,1638,273,32,8
823.3982237,819.0884208,2256,301,6,4
826.9085162,819.0884208,2192,290,35,3
830.4188087,819.0884208,2441,298,4,5
595.2292112,816.5439558,1463,-1,0,7
598.7395037,816.5439558,1432,-1,0,7
602.2497962,816.5439558,1371,42,3,7
605.7600887,816.5439558,1341,126,1,7
609.2703812,816.5439558,1219,171,0,7
612.7806737,816.5439558,1257,292,9,7
616.2909662,816.5439558,1284,92,1,7
619.8012587,816.5439558,1277,178,2,7
623.3115512,816.5439558,1346,92,2,7
626.8218437,816.5439558,1216,36,3,7
630.3321362,816.5439558,1098,90,1,7
633.8424287,816.5439558,1026,138,3,7
637.3527212,816.5439558,975,-1,0,7
640.8630137,816.5439558,975,335,2,1
644.3733062,816.5439558,1156,60,3,2
647.8835987,816.5439558,1195,284,2,2
651.3938912,816.5439558,1140,180,13,2
654.9041837,816.5439558,853,54,0,1
658.4144762,816.5439558,839,63,0,1
661.9247687,816.5439558,829,-1,0,1
665.4350612,816.5439558,828,270,0,1
668.9453537,816.5439558,829,-1,0,1
672.4556462,816.5439558,823,-1,0,1
675.9659387,816.5439558,823,-1,0,1
679.4762312,816.5439558,823,-1,0,1
682.9865237,816.5439558,823,-1,0,1
686.4968162,816.5439558,868,280,3,1
690.0071087,816.5439558,1166,249,16,1
693.5174012,816.5439558,1876,282,10,7
697.0276937,816.5439558,1954,301,12,5
700.5379862,816.5439558,1957,72,16,5
704.0482787,816.5439558,1564,17,20,6
707.5585712,816.5439558,1440,38,31,6
711.0688637,816.5439558,1219,315,0,6
714.5791562,816.5439558,1718,294,10,6
718.0894487,816.5439558,2201,358,21,5
721.5997412,816.5439558,1827,258,3,5
725.1100337,816.5439558,2231,43,25,4
728.6203262,816.5439558,2130,19,13,4
732.1306187,816.5439558,1801,344,27,4
735.6409112,816.5439558,2520,204,22,4
739.1512037,816.5439558,2401,170,23,5
742.6614962,816.5439558,1463,342,0,7
746.1717887,816.5439558,1444,36,7,6
749.6820812,816.5439558,1338,329,0,7
753.1923737,816.5439558,1479,229,13,1
756.7026662,816.5439558,1324,29,0,7
760.2129587,816.5439558,1333,333,1,6
763.7232512,816.5439558,1389,260,2,7
767.2335437,816.5439558,1430,290,19,1
770.7438362,816.5439558,1554,225,0,1
774.2541287,816.5439558,1529,33,7,2
777.7644212,816.5439558,1324,259,37,1
781.2747137,816.5439558,1601,307,11,1
784.7850062,816.5439558,1375,35,37,1
788.2952987,816.5439558,1688,302,9,7
791.8055912,816.5439558,1590,285,4,7
795.3158837,816.5439558,1135,126,9,2
798.8261762,816.5439558,1274,200,12,1
802.3364687,816.5439558,1637,224,31,8
805.8467612,816.5439558,2026,261,5,8
809.3570537,816.5439558,1245,144,15,2
812.8673462,816.5439558,603,299,28,7
816.3776387,816.5439558,970,357,35,7
819.8879312,816.5439558,1732,242,17,7
823.3982237,816.5439558,2384,228,27,4
826.9085162,816.5439558,2438,90,0,4
588.2086262,813.9994908,1402,270,0,7
591.7189187,813.9994908,1334,111,4,7
595.2292112,813.9994908,1299,166,5,7
598.7395037,813.9994908,1280,315,0,7
602.2497962,813.9994908,1336,246,1,7
605.7600887,813.9994908,1226,192,7,7
609.2703812,813.9994908,1165,188,3,7
612.7806737,813.9994908,1147,231,7,7
616.2909662,813.9994908,1185,136,11,7
619.8012587,813.9994908,1280,-1,0,7
623.3115512,813.9994908,1284,240,12,7
626.8218437,813.9994908,1279,15,6,7
630.3321362,813.9994908,1036,-1,0,7
633.8424287,813.9994908,975,-1,0,1
637.3527212,813.9994908,1036,41,1,1
640.8630137,813.9994908,1036,-1,0,2
644.3733062,813.9994908,1033,254,11,1
647.8835987,813.9994908,1174,250,13,2
651.3938912,813.9994908,1281,0,0,2
654.9041837,813.9994908,962,31,7,1
658.4144762,813.9994908,841,0,0,1
661.9247687,813.9994908,829,-1,0,1
665.4350612,813.9994908,828,270,0,1
668.9453537,813.9994908,829,-1,0,1
672.4556462,813.9994908,823,-1,0,1
675.9659387,813.9994908,823,-1,0,1
679.4762312,813.9994908,823,-1,0,1
682.9865237,813.9994908,823,-1,0,7
686.4968162,813.9994908,874,268,2,7
690.0071087,813.9994908,1038,239,9,6
693.5174012,813.9994908,1553,261,22,6
697.0276937,813.9994908,2055,99,9,4
700.5379862,813.9994908,2103,205,6,5
704.0482787,813.9994908,1816,129,23,6
707.5585712,813.9994908,1527,25,8,6
711.0688637,813.9994908,1789,54,13,7
714.5791562,813.9994908,1331,238,19,6
718.0894487,813.9994908,2130,104,9,5
721.5997412,813.9994908,2382,115,10,5
725.1100337,813.9994908,2473,274,28,4
728.6203262,813.9994908,2309,35,31,4
732.1306187,813.9994908,1581,272,11,4
735.6409112,813.9994908,2265,40,11,4
739.1512037,813.9994908,2280,48,42,3
742.6614962,813.9994908,1771,275,25,6
746.1717887,813.9994908,2149,52,13,7
749.6820812,813.9994908,1652,55,18,7
753.1923737,813.9994908,1332,-1,0,1
756.7026662,813.9994908,1371,24,0,6
760.2129587,813.9994908,1397,334,1,1
763.7232512,813.9994908,1463,342,0,3
767.2335437,813.9994908,1396,245,13,6
770.7438362,813.9994908,1585,51,0,6
774.2541287,813.9994908,1470,340,23,1
777.7644212,813.9994908,1347,242,41,1
781.2747137,813.9994908,1624,60,1,7
784.7850062,813.9994908,1515,316,23,2
788.2952987,813.9994908,1665,200,6,7
791.8055912,813.9994908,1163,156,20,6
795.3158837,813.9994908,1536,308,14,1
798.8261762,813.9994908,1111,276,28,1
802.3364687,813.9994908,1877,244,12,8
805.8467612,813.9994908,2003,135,13,2
809.3570537,813.9994908,850,91,22,7
812.8673462,813.9994908,963,235,27,8
816.3776387,813.9994908,1212,302,28,7
819.8879312,813.9994908,1821,253,13,7
823.3982237,813.9994908,2297,318,19,4
560.1262862,811.4550258,1324,221,1,6
563.6365787,811.4550258,1432,257,5,6
577.6777487,811.4550258,1524,-1,0,7
588.2086262,811.4550258,1460,101,12,7
591.7189187,811.4550258,1434,117,0,7
595.2292112,811.4550258,1371,261,12,7
598.7395037,811.4550258,1341,-1,0,7
602.2497962,811.4550258,1341,342,0,7
605.7600887,811.4550258,1220,90,0,7
609.2703812,811.4550258,1169,46,6,7
612.7806737,811.4550258,1113,18,3,7
616.2909662,811.4550258,1099,159,1,7
619.8012587,811.4550258,1125,182,6,2
623.3115512,811.4550258,1097,96,10,7
626.8218437,811.4550258,1130,156,21,7
630.3321362,811.4550258,1222,39,8,2
633.8424287,811.4550258,1068,47,3,7
637.3527212,811.4550258,1051,331,4,2
640.8630137,811.4550258,1097,45,0,7
644.3733062,811.4550258,1101,287,4,2
647.8835987,811.4550258,1152,1,4,2
651.3938912,811.4550258,1298,249,12,2
654.9041837,811.4550258,1302,256,8,2
658.4144762,811.4550258,1106,28,4,2
661.9247687,811.4550258,829,-1,0,1
665.4350612,811.4550258,829,270,0,1
668.9453537,811.4550258,829,-1,0,1
672.4556462,811.4550258,823,-1,0,1
675.9659387,811.4550258,823,-1,0,1
679.4762312,811.4550258,823,-1,0,1
682.9865237,811.4550258,1059,24,26,1
686.4968162,811.4550258,881,275,6,7
690.0071087,811.4550258,1012,261,6,5
693.5174012,811.4550258,1219,169,0,6
697.0276937,811.4550258,1700,198,12,4
700.5379862,811.4550258,1948,205,11,4
704.0482787,811.4550258,1555,113,16,8
707.5585712,811.4550258,1947,235,23,5
711.0688637,811.4550258,2066,276,21,4
714.5791562,811.4550258,1389,71,13,6
718.0894487,811.4550258,1784,99,16,1
721.5997412,811.4550258,2122,193,25,1
725.1100337,811.4550258,2363,27,3,4
728.6203262,811.4550258,2351,117,20,4
732.1306187,811.4550258,1585,45,0,4
735.6409112,811.4550258,2550,56,32,4
739.1512037,811.4550258,2602,124,35,3
742.6614962,811.4550258,1758,282,24,4
746.1717887,811.4550258,2787,237,32,4
749.6820812,811.4550258,2120,105,20,4
753.1923737,811.4550258,1331,315,0,8
756.7026662,811.4550258,1624,1,12,4
760.2129587,811.4550258,1585,339,16,4
763.7232512,811.4550258,1535,311,5,8
767.2335437,811.4550258,1586,271,5,8
770.7438362,811.4550258,1525,155,1,8
774.2541287,811.4550258,1604,107,5,8
777.7644212,811.4550258,1274,52,23,7
781.2747137,811.4550258,1633,94,4,6
784.7850062,811.4550258,1464,115,24,6
788.2952987,811.4550258,1499,359,27,7
791.8055912,811.4550258,1252,293,33,7
795.3158837,811.4550258,1487,86,19,1
798.8261762,811.4550258,1164,64,18,2
802.3364687,811.4550258,1682,208,20,8
805.8467612,811.4550258,1469,84,12,1
809.3570537,811.4550258,1583,107,19,7
812.8673462,811.4550258,836,270,36,7
816.3776387,811.4550258,1499,266,38,4
819.8879312,811.4550258,1906,268,32,4
556.6159937,808.9105608,1257,108,6,7
560.1262862,808.9105608,1127,191,0,5
563.6365787,808.9105608,1285,210,8,6
567.1468712,808.9105608,1432,18,0,6
570.6571637,808.9105608,1524,-1,0,7
574.1674562,808.9105608,1463,270,2,7
577.6777487,808.9105608,1507,174,2,7
581.1880412,808.9105608,1498,219,3,7
584.6983337,808.9105608,1494,90,0,7
588.2086262,808.9105608,1461,43,2,7
591.7189187,808.9105608,1426,156,3,7
595.2292112,808.9105608,1401,0,2,7
598.7395037,808.9105608,1403,331,1,7
602.2497962,808.9105608,1402,57,1,7
605.7600887,808.9105608,1219,108,0,7
609.2703812,808.9105608,1158,-1,0,7
612.7806737,808.9105608,1158,-1,0,2
616.2909662,808.9105608,1158,66,2,2
619.8012587,808.9105608,1097,85,0,2
623.3115512,808.9105608,1036,-1,0,1
626.8218437,808.9105608,1036,90,1,7
630.3321362,808.9105608,1384,306,12,7
633.8424287,808.9105608,1241,53,6,7
637.3527212,808.9105608,1161,321,6,5
640.8630137,808.9105608,1219,302,3,2
644.3733062,808.9105608,1257,276,11,2
647.8835987,808.9105608,1245,45,1,2
651.3938912,808.9105608,1420,244,4,2
654.9041837,808.9105608,1424,279,1,2
658.4144762,808.9105608,1298,77,29,2
661.9247687,808.9105608,829,-1,0,1
665.4350612,808.9105608,829,225,0,1
668.9453537,808.9105608,829,-1,0,1
672.4556462,808.9105608,823,-1,0,7
675.9659387,808.9105608,823,-1,0,1
679.4762312,808.9105608,823,-1,0,1
682.9865237,808.9105608,954,278,7,1
686.4968162,808.9105608,1160,326,5,1
690.0071087,808.9105608,1258,273,6,6
693.5174012,808.9105608,1422,284,5,6
697.0276937,808.9105608,1739,226,8,7
700.5379862,808.9105608,1828,37,2,4
704.0482787,808.9105608,1732,208,23,7
707.5585712,808.9105608,2060,223,7,5
711.0688637,808.9105608,2189,330,23,5
714.5791562,808.9105608,2135,0,1,5
718.0894487,808.9105608,1538,254,31,4
721.5997412,808.9105608,2037,360,10,4
725.1100337,808.9105608,1713,243,10,4
728.6203262,808.9105608,2431,39,22,4
732.1306187,808.9105608,2031,66,43,4
735.6409112,808.9105608,2463,271,25,4
739.1512037,808.9105608,2307,169,33,3
742.6614962,808.9105608,2299,34,42,3
746.1717887,808.9105608,2829,13,23,4
749.6820812,808.9105608,2183,130,19,4
753.1923737,808.9105608,1687,271,38,4
756.7026662,808.9105608,2439,53,11,4
760.2129587,808.9105608,2004,275,26,7
763.7232512,808.9105608,1673,345,17,8
767.2335437,808.9105608,1687,250,9,8
770.7438362,808.9105608,1651,175,13,8
774.2541287,808.9105608,1651,320,7,2
777.7644212,808.9105608,1350,157,25,1
781.2747137,808.9105608,1650,145,5,8
784.7850062,808.9105608,1452,269,34,6
788.2952987,808.9105608,1677,135,3,8
791.8055912,808.9105608,1570,67,12,8
795.3158837,808.9105608,1344,82,17,2
798.8261762,808.9105608,1562,276,22,1
802.3364687,808.9105608,1890,248,1,8
805.8467612,808.9105608,1280,180,1,6
809.3570537,808.9105608,651,105,23,9
812.8673462,808.9105608,1267,315,37,1
816.3776387,808.9105608,1859,34,24,8
819.8879312,808.9105608,2045,295,16,4
549.5954087,806.3660958,1388,24,3,7
553.1057012,806.3660958,1311,82,4,7
556.6159937,806.3660958,1162,62,2,7
560.1262862,806.3660958,1102,65,1,2
563.6365787,806.3660958,1133,211,2,2
567.1468712,806.3660958,1233,195,10,2
570.6571637,806.3660958,1349,156,6,5
574.1674562,806.3660958,1390,206,6,7
577.6777487,806.3660958,1460,231,2,7
581.1880412,806.3660958,1417,211,8,7
584.6983337,806.3660958,1428,138,2,7
588.2086262,806.3660958,1426,244,2,7
591.7189187,806.3660958,1403,90,1,7
595.2292112,806.3660958,1402,229,3,7
598.7395037,806.3660958,1432,288,0,7
602.2497962,806.3660958,1442,79,4,7
605.7600887,806.3660958,1341,315,0,7
609.2703812,806.3660958,1220,117,1,5
612.7806737,806.3660958,1160,15,0,2
616.2909662,806.3660958,1097,15,3,2
619.8012587,806.3660958,1124,52,1,2
623.3115512,806.3660958,1099,277,3,2
626.8218437,806.3660958,1153,16,5,2
630.3321362,806.3660958,1306,204,25,2
633.8424287,806.3660958,1356,92,9,7
637.3527212,806.3660958,1379,262,9,5
640.8630137,806.3660958,1342,259,9,5
644.3733062,806.3660958,1272,33,5,5
647.8835987,806.3660958,1250,43,13,2
651.3938912,806.3660958,1288,43,10,2
654.9041837,806.3660958,1524,39,0,2
658.4144762,806.3660958,1492,75,17,6
661.9247687,806.3660958,910,70,12,1
665.4350612,806.3660958,869,345,6,1
668.9453537,806.3660958,1087,336,18,1
672.4556462,806.3660958,830,45,1,1
675.9659387,806.3660958,823,-1,0,7
679.4762312,806.3660958,823,315,0,7
682.9865237,806.3660958,857,241,3,7
686.4968162,806.3660958,1097,111,1,1
690.0071087,806.3660958,1093,184,1,5
693.5174012,806.3660958,1275,240,8,6
697.0276937,806.3660958,1584,307,11,6
700.5379862,806.3660958,1807,256,13,7
704.0482787,806.3660958,1879,237,15,4
707.5585712,806.3660958,1959,44,17,5
711.0688637,806.3660958,2193,333,6,5
714.5791562,806.3660958,2017,13,31,5
718.0894487,806.3660958,1538,277,33,7
721.5997412,806.3660958,2067,209,19,4
725.1100337,806.3660958,2303,108,28,3
728.6203262,806.3660958,2063,263,15,3
732.1306187,806.3660958,2372,157,28,4
735.6409112,806.3660958,1889,254,12,4
739.1512037,806.3660958,2294,96,27,3
742.6614962,806.3660958,2642,250,36,3
746.1717887,806.3660958,2752,79,16,3
749.6820812,806.3660958,1836,118,31,3
753.1923737,806.3660958,2373,49,26,3
756.7026662,806.3660958,2683,54,24,4
760.2129587,806.3660958,2134,299,20,3
763.7232512,806.3660958,1775,59,7,3
767.2335437,806.3660958,1720,173,4,1
770.7438362,806.3660958,1708,117,3,2
774.2541287,806.3660958,1533,91,24,1
777.7644212,806.3660958,1582,295,7,8
781.2747137,806.3660958,1822,88,10,8
784.7850062,806.3660958,1601,319,7,8
788.2952987,806.3660958,1703,291,6,8
791.8055912,806.3660958,1450,143,23,1
795.3158837,806.3660958,1160,306,30,1
798.8261762,806.3660958,1721,40,9,8
802.3364687,806.3660958,1702,105,36,1
805.8467612,806.3660958,1165,154,18,2
809.3570537,806.3660958,664,317,25,7
812.8673462,806.3660958,972,206,28,8
816.3776387,806.3660958,1510,294,9,4
819.8879312,806.3660958,2026,46,23,4
823.3982237,806.3660958,2386,255,21,5
535.5542387,803.8216308,1525,178,4,7
539.0645312,803.8216308,1524,-1,0,7
549.5954087,803.8216308,1341,45,0,7
553.1057012,803.8216308,1280,-1,0,7
556.6159937,803.8216308,1153,53,1,7
560.1262862,803.8216308,1097,-1,0,2
563.6365787,803.8216308,1126,135,1,2
567.1468712,803.8216308,1126,225,0,2
570.6571637,803.8216308,1171,326,14,5
574.1674562,803.8216308,1236,158,14,7
577.6777487,803.8216308,1402,225,0,7
581.1880412,803.8216308,1344,88,15,5
584.6983337,803.8216308,1373,171,14,7
588.2086262,803.8216308,1402,-1,0,7
591.7189187,803.8216308,1404,111,1,6
595.2292112,803.8216308,1401,121,0,7
598.7395037,803.8216308,1412,231,3,7
602.2497962,803.8216308,1421,335,5,7
605.7600887,803.8216308,1466,342,3,7
609.2703812,803.8216308,1402,6,6,7
612.7806737,803.8216308,1246,61,8,7
616.2909662,803.8216308,1219,-1,0,7
619.8012587,803.8216308,1221,325,1,2
623.3115512,803.8216308,1167,282,15,2
626.8218437,803.8216308,1308,312,11,6
630.3321362,803.8216308,1416,94,14,6
633.8424287,803.8216308,1290,227,29,7
637.3527212,803.8216308,1452,306,5,6
640.8630137,803.8216308,1427,66,16,6
644.3733062,803.8216308,1403,243,9,6
647.8835987,803.8216308,1567,24,10,6
651.3938912,803.8216308,1469,87,4,5
654.9041837,803.8216308,1402,252,0,2
658.4144762,803.8216308,1404,91,12,6
661.9247687,803.8216308,1126,147,13,7
665.4350612,803.8216308,1208,207,3,1
668.9453537,803.8216308,1310,164,4,1
672.4556462,803.8216308,1184,78,26,1
675.9659387,803.8216308,823,0,0,7
679.4762312,803.8216308,853,-1,0,1
682.9865237,803.8216308,955,233,12,7
686.4968162,803.8216308,1021,124,8,1
690.0071087,803.8216308,1036,-1,0,7
693.5174012,803.8216308,1153,243,2,6
697.0276937,803.8216308,1389,16,9,6
700.5379862,803.8216308,1795,269,9,7
704.0482787,803.8216308,1973,143,6,6
707.5585712,803.8216308,1804,107,16,5
711.0688637,803.8216308,2157,48,12,5
714.5791562,803.8216308,2138,135,16,5
718.0894487,803.8216308,1496,45,28,6
721.5997412,803.8216308,1986,214,37,6
725.1100337,803.8216308,2276,210,42,4
728.6203262,803.8216308,2376,45,10,4
732.1306187,803.8216308,2497,170,36,4
735.6409112,803.8216308,2305,268,50,4
739.1512037,803.8216308,2735,225,27,3
742.6614962,803.8216308,2510,238,45,3
746.1717887,803.8216308,2666,61,10,3
749.6820812,803.8216308,1768,68,0,3
753.1923737,803.8216308,2465,105,32,3
756.7026662,803.8216308,2682,233,3,4
760.2129587,803.8216308,2425,286,15,4
763.7232512,803.8216308,2212,5,13,3
767.2335437,803.8216308,1819,50,8,9
770.7438362,803.8216308,1768,31,0,2
774.2541287,803.8216308,1609,117,15,3
777.7644212,803.8216308,1768,225,0,8
781.2747137,803.8216308,1643,49,10,8
784.7850062,803.8216308,1707,144,1,8
788.2952987,803.8216308,1649,95,10,1
791.8055912,803.8216308,1119,348,23,1
795.3158837,803.8216308,1435,293,26,8
798.8261762,803.8216308,1768,262,0,8
802.3364687,803.8216308,1632,131,34,2
805.8467612,803.8216308,1311,108,40,5
809.3570537,803.8216308,1014,300,41,1
812.8673462,803.8216308,1264,304,36,2
816.3776387,803.8216308,2313,31,11,4
819.8879312,803.8216308,2436,89,14,4
823.3982237,803.8216308,2157,246,19,4
525.0233612,801.2771658,1643,225,2,8
528.5336537,801.2771658,1646,-1,0,2
532.0439462,801.2771658,1585,-1,0,8
535.5542387,801.2771658,1581,121,3,4
539.0645312,801.2771658,1524,-1,0,4
542.5748237,801.2771658,1463,-1,0,4
546.0851162,801.2771658,1452,176,1,7
549.5954087,801.2771658,1357,133,6,7
553.1057012,801.2771658,1274,120,4,7
556.6159937,801.2771658,1162,69,3,2
560.1262862,801.2771658,1036,151,0,1
563.6365787,801.2771658,1075,180,2,1
567.1468712,801.2771658,1097,-1,0,2
570.6571637,801.2771658,1122,263,1,2
574.1674562,801.2771658,1231,222,5,2
577.6777487,801.2771658,1282,165,0,7
581.1880412,801.2771658,1322,26,12,7
584.6983337,801.2771658,1341,225,0,5
588.2086262,801.2771658,1329,129,7,5
591.7189187,801.2771658,1341,162,0,5
595.2292112,801.2771658,1342,140,1,5
598.7395037,801.2771658,1363,263,3,5
602.2497962,801.2771658,1424,225,1,5
605.7600887,801.2771658,1463,-1,0,6
609.2703812,801.2771658,1448,99,13,7
